Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
0,3.0,3,11.0,2.0,3,2,3,0,12.0,2.0,7.0,4.0,194,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,11.0,3,6.0,2.0,4,2,5,0,22.0,1.0,1.0,1.0,187,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,5.0,1,12.0,2.9315348837209303,3,3,4,0,20.0,0.0,1.0,4.0,130,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.0,1,23.0,2.9315348837209303,3,4,1,1,16.0,1.0,1.0,1.0,131,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1,0.0,3,15.639895891429633,3.0,5,5,1,0,21.0,1.0,1.0,0.0,123,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,10.189899366380917,1,9.0,1.0,3,4,5,0,12.0,4.0,7.0,2.0,121,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,3.0,1,15.0,2.9315348837209303,3,5,2,0,11.0,0.0,6.0,10.0,131,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,18.0,3,10.0,1.0,3,5,5,1,11.0,0.0,1.0,3.0,150,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,29.0,1,14.0,3.0,3,5,5,1,18.0,1.0,2.0,2.0,143,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,6.0,1,15.639895891429633,2.0,3,2,1,0,14.0,0.0,1.0,2.0,125,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1,0.0,1,8.0,2.0,4,2,2,0,22.0,0.0,1.0,0.0,111,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0,19.0,3,6.0,3.0,3,5,2,0,25.0,4.0,15.0,7.0,205,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,10.189899366380917,1,15.0,3.0,3,2,2,0,12.0,1.0,2.0,1.0,123,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,4.0,1,18.0,3.0,3,2,9,1,23.0,1.0,1.0,2.0,139,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,10.189899366380917,1,33.0,3.0,3,4,3,0,15.0,1.0,1.0,2.0,123,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,4.0,3,26.0,2.9315348837209303,3,4,2,1,22.0,0.0,1.0,2.0,131,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,23.0,1,6.0,2.0,4,3,3,0,15.0,0.0,1.0,2.0,137,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,26.0,1,19.0,2.0,2,5,2,0,11.0,1.0,1.0,3.0,145,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,6.0,1,20.0,2.9315348837209303,3,4,2,0,13.0,0.0,1.0,6.0,128,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,13.0,1,10.0,2.0,3,3,2,0,14.0,1.7510234462225531,9.0,9.0,290,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,28.0,1,20.0,3.0,2,4,9,0,11.0,1.7510234462225531,2.0,15.0,287,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
0,7.0,1,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,24.0,1,9.0,3.0,3,4,4,0,18.0,0.0,3.0080044676098288,0.0,237,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,25.0,1,6.0,3.0,4,3,1,0,15.707921714818266,1.0,11.0,9.0,300,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
0,10.189899366380917,1,15.0,2.0,3,4,2,0,16.0,1.0,1.0,3.0,123,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,1,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,10.189899366380917,1,13.0,2.0,2,2,5,0,14.0,0.0,2.0,2.0,121,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,18.0,1,8.0,3.0,4,2,10,0,23.0,1.7510234462225531,11.0,8.0,268,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
0,10.0,1,27.0,3.0,2,5,2,1,12.0,0.0,1.0,7.0,136,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,8.0,1,8.0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,15.0,1,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,153,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,11.0,1,8.0,2.0,3,3,10,0,14.0,0.0,1.0,0.0,166,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,11.0,1,35.0,2.0,3,2,4,0,18.0,0.0,1.0,7.0,163,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0.0,1,6.0,2.0,4,5,6,0,19.0,0.0,2.0,0.0,143,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,22.0,1,24.0,3.0,3,2,2,1,15.0,0.0,1.0,7.0,168,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0,7.0,1,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
0,13.0,1,25.0,2.9315348837209303,3,2,9,1,15.0,1.0,3.0,7.0,127,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,1.0,1,35.0,3.0,3,5,8,1,19.0,0.0,1.0,0.0,167,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0.0,3,33.0,2.0,3,2,2,0,22.0,1.0,1.0,9.0,176,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0.0,1,15.639895891429633,2.0,2,4,2,1,16.0,0.0,2.0,2.0,123,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0,10.189899366380917,1,24.0,3.0,3,2,2,0,13.0,1.0,1.0,7.0,122,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,13.0,1,15.0,3.0,4,2,10,0,14.0,1.0,1.0,2.0,149,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,19.0,1,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,194,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,3,10.0,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,3.0,1,6.0,2.0,4,3,2,0,22.0,2.0,5.0,8.0,185,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.0,3,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,200,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,24.0,1,14.0,2.0,4,4,6,0,16.0,1.0,4.0,4.543490512868683,225,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1,0.0,1,15.639895891429633,2.0,3,5,6,1,11.0,1.0,1.0,4.0,127,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,14.0,3,12.0,3.0,3,2,4,1,18.0,0.0,3.0080044676098288,0.0,236,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0.0,3,32.0,2.0,4,5,6,0,15.0,0.0,1.0,1.0,167,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,10.189899366380917,1,6.0,2.0,3,3,1,0,14.0,0.0,1.0,5.0,121,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0,18.0,3,12.0,2.0,4,2,7,0,12.0,12.0,12.0,8.0,189,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,27.0,3,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,9.0,1,11.0,3.0,3,4,9,0,16.0,0.0,3.0,7.0,159,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0,6.0,1,15.639895891429633,2.0,4,4,7,0,21.0,0.0,1.0,1.0,126,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,10.0,1,17.0,2.0,3,2,2,1,14.0,0.0,1.0,4.543490512868683,222,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
0,11.0,3,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0,4.0,1,6.0,2.0,5,3,1,0,12.0,1.0,1.0,4.0,143,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,10.189899366380917,1,9.0,3.0,4,2,4,0,17.0,0.0,1.0,0.0,122,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0,10.0,3,10.0,2.0,3,2,5,0,17.0,1.0,5.0,8.0,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,2.0,3,6.0,2.0,3,2,2,0,14.0,4.0,4.0,1.0,179,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,8.0,3,6.0,3.0,3,3,2,0,14.0,1.0,1.0,8.0,188,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0.0,1,15.639895891429633,2.0,4,2,2,1,13.0,0.0,1.0,1.0,124,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,25.0,1,8.0,2.0,4,2,8,0,15.0,0.0,2.0,2.0,132,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,15.0,1,10.0,2.0,3,2,2,0,15.707921714818266,0.0,11.0,15.0,292,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,10.189899366380917,2,12.0,2.0,3,3,9,0,17.0,2.0,2.0,2.0,123,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,23.0,3,6.0,3.0,3,2,4,0,15.707921714818266,1.0,1.0,6.0,295,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1,0.0,1,15.639895891429633,2.0,3,2,6,1,13.0,0.0,1.0,4.0,124,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,16.0,3,22.0,3.0,3,2,6,1,22.0,0.0,3.0080044676098288,9.0,261,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,0.0,1,8.0,2.9315348837209303,3,5,8,0,20.0,1.0,1.0,7.0,127,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,25.0,3,8.0,3.0,4,3,2,1,18.0,1.7510234462225531,15.0,12.0,291,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
0,5.0,3,10.0,2.0,3,4,3,0,11.0,1.0,1.0,2.0,139,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0.0,1,6.0,3.0,4,3,1,1,14.0,1.0,1.0,2.0,137,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0,10.189899366380917,1,6.0,3.0,3,3,8,0,14.0,0.0,1.0,2.0,122,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,5.0,3,32.0,3.0,3,2,1,0,18.0,1.0,2.0,2.0,145,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
0,14.0,1,25.0,2.9315348837209303,3,5,3,0,16.0,1.0,1.0,0.0,131,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0,13.0,1,30.0,3.0,3,2,2,0,17.0,2.0,4.0,7.0,133,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,18.0,1,6.0,3.0,2,2,1,0,15.707921714818266,1.0,1.0,7.0,292,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
0,4.0,1,9.0,3.0,3,3,10,0,12.0,1.0,3.0080044676098288,2.0,237,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,6.0,1,11.0,2.9315348837209303,4,2,2,0,13.0,0.0,1.0,2.0,129,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,7.0,1,8.0,2.0,4,5,7,0,13.0,0.0,5.0,9.0,160,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,10.0,1,6.0,2.0,4,5,3,0,14.0,1.0,1.0,2.0,139,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,18.0,1,13.0,3.0,2,3,5,0,17.0,0.0,1.0,2.0,164,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
1,0.0,1,16.0,3.0,3,3,7,0,11.0,1.0,1.0,0.0,200,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,12.0,1,8.0,3.0,3,3,1,0,25.0,10.0,11.0,4.543490512868683,209,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,2.0,1,15.639895891429633,2.0,3,2,2,0,19.0,0.0,1.0,5.0,123,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0,15.0,1,23.0,2.0,2,5,4,1,13.0,0.0,1.0,2.0,165,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,2.0,3,26.0,2.0,3,2,3,0,14.0,1.0,1.0,2.0,169,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.0,1,6.0,3.0,3,3,1,0,12.0,1.0,1.0,2.0,149,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,15.0,1,15.639895891429633,2.0,4,5,1,1,11.0,4.0,7.0,8.0,126,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,13.0,1,8.0,2.0,3,3,1,0,15.707921714818266,0.0,3.0,9.0,294,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
0,24.0,1,6.0,2.9315348837209303,3,2,2,0,11.0,1.0,1.0,0.0,127,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1,0.0,1,35.0,3.0,4,4,1,0,11.0,1.0,1.0,4.0,135,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,5.0,1,13.0,2.9315348837209303,2,4,2,0,20.0,0.0,1.0,3.0,128,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0,11.0,3,8.0,2.0,4,2,4,0,18.0,6.0,7.0,5.0,152,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,10.189899366380917,1,8.0,2.0,4,5,5,0,13.0,0.0,1.0,4.0,122,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
0,19.0,3,8.0,3.0,5,4,4,1,12.0,1.7510234462225531,7.0,7.0,269,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,0.0,1,8.0,3.0,3,3,3,0,11.0,1.0,1.0,0.0,135,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0,2.0,3,8.0,3.0,4,4,3,0,19.0,0.0,1.0,0.0,166,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,4.0,1,29.0,3.0,4,2,1,0,21.0,1.0,7.0,8.0,156,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0.0,1,11.0,2.0,2,5,2,0,12.0,1.0,1.0,5.0,140,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0,18.0,1,26.0,3.0,3,2,1,1,14.0,0.0,3.0080044676098288,10.0,235,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
0,9.0,1,12.0,2.0,3,2,1,0,11.0,4.0,10.0,11.0,132,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0,28.0,1,6.0,2.0,3,5,1,1,14.0,1.7510234462225531,4.0,13.0,290,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
1,10.0,1,35.0,2.0,3,4,2,1,12.0,5.0,9.0,4.543490512868683,218,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,10.189899366380917,1,15.0,3.0,3,2,2,0,23.0,1.0,1.0,4.0,121,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,10.0,3,12.0,3.0,3,2,5,0,14.0,0.0,1.0,1.0,165,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0.0,1,9.0,3.0,4,3,2,0,17.0,1.0,1.0,0.0,132,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,10.0,1,6.0,0.0,3,2,3,1,18.0,0.0,3.0080044676098288,2.0,236,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,2.0,1,28.0,3.0,2,4,8,0,18.0,5.0,6.0,4.543490512868683,220,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,11.0,3,13.0,2.0,2,5,2,1,24.0,0.0,7.0,7.0,156,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0.0,1,6.0,2.0,3,4,2,0,20.0,0.0,1.0,4.0,164,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,23.0,1,10.0,3.0,3,4,4,0,14.0,1.7510234462225531,1.0,6.0,291,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
0,26.0,1,9.0,2.0,3,3,4,1,16.0,1.7510234462225531,1.0,3.0,276,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
0,15.0,3,6.0,2.0,3,3,2,0,25.0,4.0,11.0,6.0,149,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,2.0,3,8.0,2.0,3,2,2,0,18.0,0.0,1.0,9.0,146,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0,28.0,1,26.0,2.0,3,2,4,1,19.0,1.0,1.0,8.0,154,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0.0,1,17.0,2.0,3,5,2,1,13.0,2.0,3.0,3.0,147,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,10.189899366380917,1,6.0,2.0,3,2,2,0,12.0,1.0,5.0,7.0,121,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,7.0,1,30.0,2.9315348837209303,3,3,4,1,22.0,0.0,1.0,0.0,132,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0,11.0,1,29.0,2.0,3,2,10,0,14.0,0.0,1.0,2.0,157,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1,0.0,1,15.639895891429633,2.0,3,4,3,1,13.0,1.0,1.0,2.0,124,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,1.0,1,14.0,3.0,3,2,2,0,21.0,0.0,1.0,2.0,133,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,22.0,1,16.0,2.0,3,5,10,1,11.0,1.7510234462225531,1.0,2.0,287,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0,9.0,1,9.0,1.0,3,4,5,0,12.0,6.0,7.0,7.0,145,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,4.0,3,11.0,2.9315348837209303,3,4,2,0,11.0,0.0,2.0,2.0,128,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,0.0,3,10.0,2.0,4,2,2,1,12.0,7.0,7.0,4.0,158,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
0,10.0,1,15.639895891429633,2.0,3,2,2,1,12.0,0.0,1.0,2.0,123,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,15.0,3,32.0,3.0,3,4,6,0,14.0,2.0,3.0080044676098288,8.0,235,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,10.189899366380917,1,9.0,2.0,3,3,2,0,13.0,0.0,1.0,0.0,114,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0,8.0,3,22.0,3.0,3,4,1,0,15.0,3.0,6.0,9.0,180,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,9.0,1,24.0,2.0,2,2,5,0,18.0,0.0,1.0,0.0,137,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
